alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Orge perlee, crue;346;9.91;68.6;1.16;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Mil entier, cru;359;11;64.3;4.21;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Quinoa, cru;358;13.2;58.1;6.07;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Amarante, crue;369;13.5;58.6;7.02;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Sorgho entier, cru;349;10.6;65.4;3.46;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Sarrasin entier, cru;356;12.9;64.6;3.55;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Seigle entier, cru;334;9.83;61;1.97;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Semoule de ble dur, crue;352;10.9;71.6;1.25;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Semoule de ble dur, cuite, non salee;122;3.42;24;0.8;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Melange de cereales et legumineuses, cru;354;13.7;59;4;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Polenta ou semoule de mais, precuite, seche;350;7.88;74;1.8;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Graine de couscous (semoule de ble dur precuite), crue;365;12;72.7;1.45;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Boulgour de ble, cru;351;11.5;66.8;1.71;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates seches standard, crues;336;11.5;65.8;1.79;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates fraiches, aux oeufs, crues;283;10.1;53.8;1.87;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates seches, aux oeufs, crues;381;14;68;4.72;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates ou nouilles asiatiques au ble et aux oeufs, crues, nature;371;11.9;71;3;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates seches, au ble complet, crues;353;11.8;67.6;2.2;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Pates seches, sans gluten, crues;356;6.17;79;1.24;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Vermicelle de riz, seche;365;7.44;80.5;1;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Vermicelle de soja, seche;344;0.57;84.7;0.14;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Gnocchi a la pomme de terre, cru;176;4.66;35;1.42;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Gnocchi a la semoule, cru;200;6.2;37;2.6;false;true;false
produits céréaliers;pâtes, riz et céréales;pâtes, riz et céréales crus;Frik (ble dur immature concasse), cru;323;9.62;55.8;2.25;false;true;false
produits céréaliers;pains et assimilés;pains;Pain (aliment moyen);276;8.21;54.4;1.61;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette, courante;287;8.27;58.3;1.4;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette ou boule, au levain;261;7.41;53.1;1.3;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette, de tradition francaise;279;8.15;56.6;1;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette ou boule, bis (a la farine T80 ou T110) ;265;8.6;54;0.33;false;true;false
produits céréaliers;pains et assimilés;pains;Pain courant, 400g ou boule;266;7.9;52;2;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette ou boule, bio (a la farine T55 jusqu'a T110);257;8.68;49.9;1.19;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette ou boule, de campagne;253;7.52;50;1.3;false;true;false
produits céréaliers;pains et assimilés;pains;Pain complet ou integral (a la farine T150);244;8.38;44.3;1.8;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie, complet;262;8.51;43.7;4.06;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie, au son;278;6.84;46;5.5;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie, multicereale;274;8.81;43.6;5.41;false;true;false
produits céréaliers;pains et assimilés;pains;Pain au son;249;8.03;44.4;2.6;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de seigle, et froment;260;8.27;51.5;1;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, sans gluten;261;2.62;51.8;3.3;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette, sans sel;279;8.3;56.5;1.3;false;true;false
produits céréaliers;pains et assimilés;pains;Pain panini;272;7.66;55.9;1.1;false;true;false
produits céréaliers;pains et assimilés;pains;Pain pita;259;7.53;53;0.92;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie, courant;278;7.13;52.3;3.6;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie, sans croûte, preemballe;271;7.52;49.5;3.8;false;true;false
produits céréaliers;pains et assimilés;pains;Pain de mie brioche, preemballe;309;7.87;52.4;6.5;false;true;false
produits céréaliers;pains et assimilés;pains;Pain, baguette ou boule, aux cereales et graines, artisanal;269;9.58;46.9;3.2;false;true;false
produits céréaliers;pains et assimilés;pains;Muffin anglais, complet, petit pain special, preemballe;217;12.5;32.9;1.87;false;true;false
produits céréaliers;pains et assimilés;pains;Muffin anglais, petit pain special, preemballe;228;10.6;39.6;1.88;false;true;false
produits céréaliers;pains et assimilés;pains;Bagel;272;9.26;47.3;3.98;false;true;false
produits céréaliers;pains et assimilés;pains;Pain pour hamburger ou hot dog (bun), preemballe;293;9.07;49.7;5.35;false;true;false
produits céréaliers;pains et assimilés;pains;Pain blanc maison (avec farine pour machine a pain);256;7.81;52.1;0.9;false;true;false
